0.485737,40.0001
0.691386,115.771
0.554085,322.09
-0.688892,714.66
0.19496,793.212
0.645468,811.621
1.19666,145.759
1.83987,501.212
1.26256,630.026
2.02616,532.651
3.50071,660.942
4.57533,26.5361
4.02428,428.209
4.48147,519.181
6.30389,158.312
7.04927,179.751
7.53977,305.094
7.43197,723.445
8.8997,173.381
9.73124,773.197
10.6493,272.694
10.4384,390.194
10.415,511.346
10.6158,516.866
10.9997,624.39
12.0347,532.802
12.5174,800.64
12.5352,806.441
14.4791,177.335
14.7749,257.112
15.1482,90.5144
15.2494,188.588
15.1187,724.912
16.4082,66.062
16.6698,502.089
17.4023,751.604
18.8421,21.5219
21.7496,571.059
23.366,39.3633
23.521,732.845
24.7271,606.284
24.9923,761.004
25.5169,384.134
25.0879,589.409
26.5039,312.957
28.3275,214.832
28.9745,472.668
29.472,122.319
29.8316,447.396
29.6624,509.234
29.3831,751.625
30.6771,192.843
30.7903,213.459
30.049,495.999
31.3541,90.0015
32.8092,463.876
35.3367,17.5564
35.5218,375.442
36.7548,562.153
37.4203,52.8277
37.6793,124.296
37.8797,243.315
38.7086,742.425
39.5463,595.949
40.743,298.733
41.4455,396.529
42.9222,271.436
42.8183,317.706
42.6561,604.687
47.9256,219.063
47.7387,552.34
47.0304,678.595
48.4942,261
48.3645,321.601
48.7728,585.098
50.4285,735.726
54.7742,482.634
54.0146,594.638
55.6204,44.1908
56.8169,210.407
57.1893,128.989
58.9531,171.783
59.2781,169.256
59.3771,487.799
61.4577,13.5254
62.9158,353.539
63.6824,93.9474
63.6037,199.971
64.959,538.323
64.469,560.272
64.9199,790.423
65.4861,7.73644
65.6624,137.29
66.9965,56.1908
66.9591,272.532
68.255,737.93
68.5554,790.574
70.5211,267.272
71.995,654.35
72.1688,567.703
72.6572,683.713
75.1421,373.668
75.6222,451.632
75.1851,580.335
75.401,682.338
77.2119,586.976
77.5325,712.44
77.9434,745.611
79.9008,507.636
80.3723,59.8895
81.814,11.8346
81.4943,77.1314
81.5444,495.698
82.463,349.018
83.8531,198.762
83.7007,298.205
83.7642,507.296
83.283,731.894
85.9028,326.463
86.2181,351.05
86.5726,523.071
87.6142,561.672
88.9747,180.403
88.2712,551.053
88.5017,668.544
89.7162,48.8311
89.8255,64.9337
89.8658,823.472
90.5454,406.78
91.7592,422.652
91.7576,467.727
92.4963,154.574
92.6693,158.321
93.9937,589.18
97.1933,431.592
97.5717,653.511
98.8336,416.707
99.3025,161.872
100.003,770.891
101.752,226.139
101.033,369.847
102.882,402.194
103.056,262.102
103.251,300.674
103.766,657.711
104.448,438.466
104.621,810.626
105.926,611.947
107.616,796.373
108.854,91.2905
110.438,265.047
110.686,522.152
110.819,593.332
110.148,654.583
111.392,161.336
111.796,238.393
111.15,718.473
112.484,116.3
112.461,256.267
112.39,367.232
113.421,802.399
114.253,116.98
114.277,522.196
114.478,788.788
115.832,21.2934
115.128,372.575
115.709,409.539
117.895,358.389
118.419,432.583
118.338,799.424
119.601,655.495
120.149,574.353
122.303,662.198
122.603,668.254
123.796,113.331
123.138,238.832
124.983,809.296
126.527,102.213
126.757,368.157
126.645,470.775
127.409,188.814
127.591,445.489
129.012,438.311
129.503,650.59
129.133,671.478
130.981,636.304
130.106,723.901
131.759,193.819
131.363,369.341
131.68,498.56
133.851,589.718
133.609,669.13
133.83,732.315
134.979,170.641
134.668,271.84
134.99,536.361
135.537,112.858
135.699,642.882
136.637,817.894
137.511,622.479
138.845,63.1041
138.725,305.958
138.721,519.799
138.324,696.073
139.322,475.893
141.611,433.181
142.4,599.27
143.707,96.4276
143.749,223.27
143.325,529.711
143.105,753.718
143.385,776.279
144.724,96.4144
144.045,413.614
144.863,543.998
144.319,635.646
144.075,702.595
144.297,807.97
145.456,162.943
146.748,225.772
146.429,272.749
147.302,178.171
147.848,611.472
148.843,58.5166
148.215,225.382
148.053,287.936
148.565,801.372
149.025,143.377
149.683,380.495
149.39,609.599
151.775,127.803
151.772,534.286
151.319,722.218
152.444,100.342
152.576,143.191
152.948,297.438
153.845,215.203
153.127,427.423
154.789,117.582
154.256,155.766
155.387,429.032
156.301,311.488
156.107,781.018
157.49,723.548
159.295,102.451
159.089,599.279
159.523,650.709
160.499,132.622
161.755,681.036
162.981,81.4093
164.536,189.366
164.578,303.696
165.213,527.632
165.836,583.624
166.852,59.2066
166.629,468.701
167.952,45.307
167.867,499.533
168.934,644.228
168.725,817.155
169.637,47.6871
169.905,587.713
169.391,607.39
169.762,680.15
170.429,587.622
170.862,809.13
171.841,261.504
171.81,399.831
171.899,401.051
171.606,678.286
172.642,163.28
172.095,625.933
173.86,94.123
175.051,365.865
176.954,135.971
176.265,382.579
176.256,418.127
178.57,437.709
178.719,505.921
178.438,722.984
179.486,25.5307
179.499,587.563
179.463,781.834
181.862,447.472
181.082,635.924
182.942,135.978
183.425,192.982
184.858,388.035
184.034,404.183
185.51,450.666
185.556,595.665
186.503,761.217
187.229,41.4716
187.287,787.072
188.197,121.595
189.381,477.476
190.13,262.76
190.512,367.783
191.273,318.184
191.675,396.604
191.047,756.906
192.001,464.848
192.695,769.484
193.56,645.119
193.023,803.656
196.07,468.411
196.342,673.21
197.435,265.749
198.714,423.712
198.215,731.845
198.967,747.144
199.331,594.733
202.832,489.456
202.096,508.97
202.618,583.247
202.665,657.661
202.633,730.461
202.638,737.802
203.579,220.015
203.781,256.278
203.399,547.596
204.863,582.35
204.521,584.724
204.128,762.464
204.916,815.501
205.304,737.321
206.801,394.154
207.773,17.632
207.89,608.913
209.096,226.446
211.89,372.369
211.236,388.943
212.838,39.4076
212.531,67.2823
212.164,69.6654
212.697,468.921
212.564,610.57
213.737,115.291
214.86,584.193
216.169,29.7525
216.058,212.112
217.418,151.379
217.789,423.705
217.874,483.827
217.821,705.727
218.232,117.201
218.31,162.394
218.743,173.747
219.72,632.837
220.146,310.525
224.516,137.282
226.267,134.219
226.478,163.007
226.139,411.721
226.098,430.533
227.958,681.955
227.521,767.193
228.906,651.319
229.132,32.5824
229.677,135.825
229.002,223.329
229.535,715.677
230.871,151.797
230.459,374.704
230.579,624.291
231.93,8.09789
232.447,693.071
232.77,818.134
233.61,131.679
233.089,233.042
233.549,400.184
233.819,439.696
233.732,656.728
233.809,790.309
236.507,719.808
237.178,256.776
237.411,475.641
238.398,136.691
240.701,287.418
240.885,463.016
241.037,144.109
241.322,204.478
241.919,468.325
243.171,235.393
243.87,255.336
243.678,355.054
243.182,579.613
244.319,410.333
244.76,612.145
245.272,277.612
246.583,631.569
247.308,177.247
250.721,818.54
251.989,545.417
252.919,314.108
253.496,148.434
253.866,245.187
255.096,541.893
256.12,125.641
256.522,127.829
256.556,159.511
256.445,344.793
256.927,357.685
256.912,367.84
257.848,770.642
258.32,574.388
259.239,742.061
260.851,590.597
261.776,1.04777
261.847,153.257
261.428,574.733
262.933,312.626
262.678,540.547
264.016,314.624
265.704,192.435
265.289,443.193
265.467,744.883
266.403,217.393
268.751,553.265
268.124,619.785
268.231,679.971
269.186,239.651
269.55,289.253
271.287,609.599
271.735,798.812
271.418,815.816
274.812,110.174
274.561,612.911
275.549,399.407
276.666,815.668
277.712,598.754
278.701,639.177
278.29,813.301
280.135,657.499
281.716,40.7136
282.903,38.3904
282.703,228.973
285.221,235.259
285.141,534.111
285.231,774.171
287.383,346.385
287.703,367.014
287.191,556.347
287.585,695.887
288.122,604.93
290.314,309.464
290.417,778.445
291.713,149.85
291.978,258.052
