Area/Promedio,dp(a)
0.608085,0.842616
1.58072,0.302453
0.306167,0.35983
0.384446,0.520888
1.27246,0.541416
0.761149,0.895873
0.711195,0.892447
0.484113,0.698134
0.452076,0.646229
0.654868,0.872826
0.211317,0.172901
1.39004,0.440988
0.273412,0.292129
1.01052,0.773165
0.577521,0.81571
0.818899,0.885537
0.780693,0.893978
3.22475,0.00357778
0.562195,0.800049
1.86652,0.158747
0.706056,0.891377
0.929654,0.831914
1.32339,0.496806
0.94376,0.822611
1.67963,0.244294
0.913118,0.842211
0.661395,0.876013
0.891971,0.854336
0.34866,0.448343
1.14998,0.652292
0.634646,0.861371
2.19653,0.0691094
0.615807,0.848508
0.998169,0.782895
0.472251,0.679552
1.99995,0.11452
1.22633,0.582846
0.522406,0.752663
0.4987,0.719907
0.377755,0.507565
0.41611,0.581911
3.4031,0.00206029
0.832748,0.881045
0.337187,0.424568
0.393017,0.537752
0.647156,0.868741
1.32689,0.493798
2.28148,0.0551314
1.33577,0.486196
0.575223,0.813454
0.627113,0.856484
0.387223,0.526378
0.388221,0.528345
0.49326,0.711929
1.0241,0.762207
0.527247,0.758943
0.511077,0.737422
1.00069,0.780928
0.157101,0.0882498
1.00935,0.774096
0.919656,0.838222
0.44747,0.63833
1.88772,0.150866
0.681876,0.884433
1.16063,0.642608
1.3903,0.440775
0.758146,0.89601
0.325009,0.399188
0.512413,0.739259
1.46419,0.383111
0.900724,0.849466
0.541118,0.776151
1.19186,0.61417
0.614576,0.847594
0.892913,0.853822
1.31006,0.508339
0.0951992,0.0251542
0.404168,0.559323
2.34122,0.0469136
0.703384,0.890765
0.62447,0.854689
0.755363,0.896099
0.811198,0.887716
0.301643,0.350397
0.50065,0.722726
0.660889,0.875775
0.836061,0.879865
1.7511,0.207995
0.969768,0.804327
0.868059,0.86649
0.2061,0.163791
1.51599,0.345644
1.04673,0.743426
1.35202,0.472431
2.3159,0.0502477
1.08043,0.714463
0.529532,0.761859
1.03747,0.751185
0.421762,0.5924
0.307367,0.362334
0.461992,0.662872
0.703049,0.890685
1.42582,0.412459
0.470046,0.676016
0.350576,0.452297
1.56889,0.310044
1.15119,0.651186
1.67575,0.246399
1.06459,0.728203
0.784997,0.893333
1.51787,0.344333
1.29462,0.521836
1.22626,0.582918
0.703118,0.890702
2.31908,0.0498178
0.43338,0.613532
1.42772,0.410974
1.05621,0.735388
1.30868,0.509539
0.825156,0.883597
0.664609,0.877492
1.42988,0.409287
1.25432,0.55762
0.907493,0.845555
1.7203,0.223068
1.32455,0.495809
0.506308,0.730779
1.4327,0.407096
1.33503,0.486828
0.817305,0.886007
0.536673,0.770764
0.827637,0.882786
1.5104,0.34957
1.1792,0.625706
1.14447,0.657281
1.54879,0.323251
1.28753,0.52807
1.31954,0.500126
1.10131,0.696058
1.58602,0.299097
0.555899,0.793197
0.551469,0.788229
0.895971,0.852137
1.23017,0.579371
0.835658,0.88001
2.13537,0.0810952
0.382919,0.517858
0.498129,0.719077
0.586052,0.823798
0.955049,0.814846
2.82649,0.0118499
1.08883,0.707092
0.39177,0.535314
0.672174,0.880741
0.867484,0.866761
0.83647,0.879716
1.45032,0.393565
1.46202,0.384732
0.504766,0.728603
3.0941,0.00532947
0.588703,0.82622
1.05655,0.735096
0.620261,0.851743
1.21314,0.594814
1.06539,0.727513
0.461229,0.66161
0.564883,0.802901
0.343775,0.438241
0.947347,0.820173
0.856644,0.871659
0.362261,0.476257
0.691118,0.887463
1.8047,0.183746
0.719264,0.893849
0.929021,0.83232
0.621188,0.852401
0.972122,0.802605
1.58706,0.298441
1.02752,0.759407
3.02679,0.00653077
1.05323,0.737922
0.505569,0.729737
2.28706,0.0543112
0.865943,0.86748
0.688775,0.88674
0.654914,0.872849
1.09077,0.705387
0.677774,0.882936
1.49024,0.363953
0.342649,0.435909
1.11329,0.685378
1.55647,0.31816
0.661836,0.87622
1.0814,0.713613
0.535531,0.76936
0.318061,0.384672
1.1087,0.689481
0.438966,0.623475
1.11028,0.688073
1.15569,0.647104
0.83721,0.879446
2.32016,0.0496724
1.30796,0.510169
0.532795,0.765966
1.1379,0.663232
1.02068,0.76499
0.888826,0.856032
0.65867,0.874713
0.602845,0.838411
0.448389,0.639915
1.43949,0.401853
0.515544,0.743523
2.70518,0.016877
1.75498,0.206152
0.933718,0.829281
1.40917,0.425596
0.553231,0.79022
1.30869,0.509532
1.28805,0.527615
0.698816,0.88963
0.450321,0.643232
1.03539,0.752908
1.36426,0.462189
0.691572,0.8876
1.93689,0.133869
0.496564,0.716793
1.45023,0.393636
0.653222,0.871983
0.628291,0.857271
0.321015,0.390845
2.00631,0.11271
0.347097,0.445116
1.15405,0.648591
1.04469,0.745143
0.585635,0.823413
0.939438,0.82551
1.44904,0.394539
1.27141,0.542354
1.17542,0.629149
0.466783,0.670731
0.500444,0.722429
0.266592,0.2783
0.703341,0.890755
1.54278,0.327278
1.78906,0.190567
1.60634,0.286483
0.394426,0.540501
0.314547,0.377329
0.342101,0.434772
1.12025,0.67914
1.03078,0.756723
0.877877,0.86171
0.669421,0.879596
0.138833,0.0655226
1.37856,0.450359
0.550547,0.787179
1.36951,0.457831
0.389851,0.53155
1.52086,0.342254
0.231479,0.209655
0.716285,0.893371
0.488645,0.705027
0.936121,0.827706
0.236875,0.219863
0.838635,0.87892
0.889139,0.855865
0.406726,0.564208
0.896898,0.851621
0.372338,0.496687
0.816408,0.886267
1.59012,0.296523
1.31532,0.503775
0.912763,0.842425
0.580512,0.818596
1.64522,0.263461
0.674862,0.881817
1.9612,0.126097
1.17059,0.633552
1.16359,0.639922
0.796566,0.891204
0.802212,0.889962
1.23704,0.573171
1.07538,0.71887
0.826882,0.883035
1.02286,0.763219
1.47062,0.378321
0.769346,0.895288
0.272987,0.291264
1.42624,0.412128
1.47882,0.37227
0.528198,0.76016
0.385504,0.522981
0.528699,0.760799
0.346958,0.444827
0.942856,0.823221
1.13586,0.665077
0.705983,0.891361
1.32249,0.497586
0.418377,0.586133
0.834832,0.880307
0.308463,0.364622
0.823313,0.884184
0.717257,0.893532
0.296351,0.339385
0.181437,0.123332
0.384802,0.521592
0.480615,0.692735
1.00267,0.779378
1.31669,0.502592
0.568883,0.807062
0.214376,0.178324
0.986942,0.791534
1.84631,0.166584
0.675373,0.882016
0.928452,0.832685
0.733307,0.895492
1.68552,0.241127
0.669426,0.879598
0.659703,0.875211
2.79765,0.012896
0.938916,0.825857
0.42202,0.592876
3.35117,0.00242156
0.934479,0.828784
0.376987,0.506027
0.364731,0.481288
3.5212,0.00142303
0.544723,0.780432
0.667081,0.87859
1.32393,0.496344
1.08116,0.713828
1.15126,0.651125
1.084,0.71134
2.31267,0.0506887
0.514594,0.742236
0.244206,0.233954
1.18081,0.624239
0.960756,0.810819
0.521541,0.751527
0.566625,0.804725
1.22495,0.584103
0.560697,0.798441
1.40316,0.430396
2.05502,0.0996787
2.24582,0.0606491
1.05239,0.738636
0.820687,0.884998
0.630778,0.858904
1.13294,0.667711
1.33151,0.489837
0.32894,0.407392
2.10216,0.0883606
1.28264,0.532392
0.954905,0.814947
0.397116,0.545733
0.464835,0.66755
1.01252,0.771563
1.01227,0.771764
1.69935,0.23381
1.21615,0.592079
1.35434,0.470477
0.815365,0.886566
0.211528,0.173272
0.520415,0.75004
0.485879,0.700833
1.06003,0.732118
0.43964,0.624666
1.2454,0.565634
0.692674,0.887927
0.853896,0.872839
0.94246,0.823487
1.76203,0.202849
1.07952,0.715261
1.62578,0.274791
0.40776,0.566175
1.5182,0.344104
1.14683,0.655142
1.06294,0.729627
0.641029,0.865248
0.89531,0.852504
1.00744,0.775611
0.691544,0.887592
0.700598,0.890086
1.11612,0.682848
0.811987,0.887503
1.00401,0.778322
1.30524,0.512536
0.815914,0.886409
1.58919,0.297104
0.441253,0.627505
0.725882,0.894748
0.977683,0.798498
0.347101,0.445123
0.648395,0.869421
0.909644,0.844286
1.17477,0.629745
1.2868,0.528711
0.855525,0.872143
1.64342,0.264499
2.21637,0.0655819
2.51044,0.0293942
2.83101,0.0116936
0.701088,0.890208
1.26432,0.548672
1.53256,0.334206
1.11796,0.681195
1.09051,0.705613
0.736715,0.89574
0.513198,0.740334
0.802652,0.889859
1.2135,0.594483
1.46163,0.385025
1.52401,0.340073
0.337196,0.424586
0.927276,0.833436
0.526132,0.75751
0.6236,0.854089
0.980212,0.79661
1.39654,0.435722
1.39006,0.440971
0.951217,0.817512
1.18431,0.621051
1.3477,0.47607
2.50398,0.029931
1.66938,0.249888
0.869246,0.865928
1.1842,0.621149
1.30986,0.508512
1.14538,0.65646
0.674595,0.881712
0.527154,0.758824
1.16466,0.638942
0.833238,0.880873
1.30443,0.513248
0.549936,0.786482
0.647759,0.869074
1.06116,0.731156
0.278818,0.303176
0.45979,0.65922
0.544576,0.780259
0.719733,0.89392
1.47574,0.37454
0.770903,0.895143
1.10939,0.68886
0.591578,0.828798
0.787386,0.89294
0.365309,0.482461
2.15018,0.0780318
0.335063,0.42015
1.29306,0.523201
0.461498,0.662054
1.20538,0.601871
0.625345,0.855288
1.83744,0.170125
0.472522,0.679987
1.21297,0.594966
1.29449,0.521949
1.66988,0.249611
0.295437,0.337487
1.23073,0.578872
0.68376,0.885089
1.46814,0.380161
1.19529,0.611047
0.943303,0.822919
0.67638,0.882406
0.963721,0.808701
1.98841,0.117864
1.03799,0.750751
1.32519,0.495258
0.939859,0.825229
2.3799,0.0422138
2.62149,0.0214657
0.805686,0.889132
1.09713,0.699763
0.495942,0.715882
1.89292,0.148988
0.916219,0.840332
1.03444,0.753703
1.01574,0.768977
0.872803,0.864218
1.36899,0.458262
0.569436,0.807629
1.46543,0.382182
0.664557,0.877469
2.67569,0.018376
1.40392,0.429791
0.880098,0.860588
0.763978,0.895706
0.402929,0.556948
1.22282,0.586034
1.9858,0.118634
1.03624,0.752209
1.45229,0.392067
0.469053,0.674414
0.554134,0.791232
1.15873,0.644337
1.68243,0.242784
3.71445,0.000771109
0.830699,0.881755
0.402939,0.556967
0.654451,0.872614
0.739609,0.895907
0.407415,0.565518
1.26966,0.543906
1.96995,0.123396
0.551623,0.788404
0.528425,0.76045
1.09329,0.703159
0.86962,0.86575
1.14871,0.653441
1.16294,0.640514
1.60989,0.284322
1.52334,0.340542
1.9156,0.141016
1.87544,0.155392
0.586315,0.82404
1.3747,0.453534
1.23943,0.571009
0.78476,0.89337
1.62925,0.272743
0.421532,0.591976
2.39724,0.0402527
1.19921,0.607482
0.845853,0.876146
2.26481,0.0576502
0.884486,0.858325
1.18392,0.621408
1.25697,0.555241
0.755116,0.896105
2.17486,0.073158
0.904602,0.84724
1.7599,0.203843
1.70832,0.229163
0.510649,0.736831
1.46606,0.38171
2.19612,0.0691837
2.31507,0.0503613
0.859548,0.870385
1.00583,0.776889
0.187637,0.133071
1.63013,0.272228
0.440741,0.626605
0.59526,0.832025
0.293888,0.33427
0.804943,0.889314
1.84021,0.169014
0.817819,0.885856
1.5728,0.307519
2.51146,0.0293098
1.81188,0.180682
1.16166,0.641678
1.85379,0.163648
1.57083,0.30879
1.00009,0.781395
0.589197,0.826667
2.04884,0.101254
0.24993,0.245116
2.52244,0.0284203
0.976254,0.799559
1.71595,0.225264
1.21264,0.595271
0.877818,0.86174
0.955002,0.814879
0.469418,0.675002
1.91641,0.140737
1.42672,0.411752
0.866362,0.867285
0.750335,0.896167
1.07134,0.722372
0.787472,0.892925
1.46696,0.381041
0.421588,0.59208
0.908913,0.844719
1.05968,0.732421
1.05218,0.738815
0.222849,0.193638
1.18943,0.616386
2.12128,0.0841083
0.752212,0.896156
0.775307,0.894672
0.791244,0.892254
0.687264,0.886257
0.384807,0.521602
1.09924,0.697895
1.40137,0.431835
2.86305,0.0106401
1.53719,0.331051
1.70356,0.231621
2.08559,0.0922016
1.74872,0.209128
1.28173,0.53319
1.79996,0.185792
3.2072,0.00377565
0.557393,0.794845
0.559568,0.79722
1.84575,0.166805
0.168591,0.104165
0.897483,0.851294
1.64412,0.264093
0.585567,0.82335
1.0226,0.76343
2.63159,0.0208545
0.347132,0.445187
0.459526,0.65878
1.46014,0.386144
1.94339,0.13175
1.02345,0.762738
1.01139,0.77247
0.366699,0.485284
0.261204,0.267468
0.730079,0.895202
0.371001,0.493991
1.11951,0.679803
1.62995,0.272329
0.38945,0.530762
1.90171,0.145853
0.58008,0.818183
0.527616,0.759416
0.645585,0.867867
0.469159,0.674584
2.67144,0.0186021
1.68734,0.240154
1.71283,0.226852
1.94408,0.131529
3.19263,0.0039479
0.39751,0.546497
0.52567,0.756914
1.95518,0.127983
0.799008,0.890683
0.35258,0.456423
0.664593,0.877485
0.403863,0.55874
0.958552,0.812382
0.755374,0.896099
1.32845,0.492459
0.423578,0.595742
0.321701,0.392279
1.10103,0.696304
2.76856,0.0140399
2.51529,0.0289967
0.854485,0.872589
0.286987,0.319983
1.62964,0.272512
0.422188,0.593186
1.49287,0.362058
0.272369,0.290008
1.49722,0.358927
1.82791,0.173999
1.94401,0.131549
0.493866,0.712825
0.49643,0.716598
1.56572,0.312103
1.517,0.344944
1.5578,0.317285
0.492488,0.710783
0.441864,0.628577
1.52581,0.338832
1.08176,0.713304
2.11208,0.0861304
0.951481,0.81733
1.01314,0.771064
3.27277,0.00308636
0.698674,0.889593
2.07987,0.0935594
2.58771,0.0236333
0.470408,0.676598
1.71473,0.225885
1.21334,0.594633
1.5121,0.348373
0.915634,0.840689
0.15779,0.0891696
0.199524,0.152568
0.363135,0.478039
0.89092,0.854906
0.279572,0.304722
0.971196,0.803284
0.944581,0.822056
1.63864,0.267257
1.30334,0.514195
0.84777,0.875378
0.267999,0.281143
1.87607,0.155155
1.01074,0.772987
1.26087,0.55175
0.920339,0.837799
1.56631,0.311717
0.624697,0.854845
0.196884,0.148148
0.469674,0.675416
1.28297,0.532099
1.43423,0.40591
1.03988,0.749174
0.511709,0.738292
0.651316,0.870988
0.844431,0.876707
1.77765,0.195672
0.395605,0.542797
0.968494,0.805254
1.53195,0.334619
1.39438,0.437471
0.785499,0.893252
1.10802,0.690084
0.532554,0.765665
0.799013,0.890682
1.57228,0.307857
0.909785,0.844203
0.386401,0.524755
1.11005,0.688272
1.55476,0.319287
1.11769,0.681439
0.929717,0.831873
0.810148,0.887995
1.46083,0.385629
0.606752,0.841562
0.854802,0.872453
0.58556,0.823343
1.16485,0.638775
0.789401,0.892589
0.882239,0.859491
2.05989,0.0984513
0.179929,0.121011
0.630302,0.858595
1.71784,0.224308
0.856321,0.871799
1.52764,0.337577
1.40089,0.43222
2.13374,0.0814371
0.682393,0.884615
0.920352,0.837791
1.23803,0.572269
1.13826,0.662904
1.34267,0.480331
1.37218,0.455617
0.568134,0.80629
1.0534,0.737775
1.34104,0.481711
1.04541,0.744539
0.273542,0.292395
0.577877,0.816055
0.711623,0.89253
0.945343,0.821538
0.93356,0.829384
1.3355,0.486429
2.37337,0.0429749
1.53301,0.333899
0.917008,0.839851
1.28215,0.53282
1.29695,0.519785
0.97834,0.798008
0.515199,0.743056
0.949283,0.818846
1.20486,0.602341
0.888112,0.856413
1.15729,0.645653
1.76571,0.201139
0.537707,0.772028
0.928954,0.832364
1.84385,0.167558
1.35336,0.471307
0.518326,0.747262
2.07197,0.0954686
0.595111,0.831896
0.594935,0.831744
1.06049,0.731722
1.51974,0.343032
1.35513,0.469817
1.24153,0.569114
0.553564,0.790593
1.84493,0.167132
1.6882,0.239694
0.603035,0.838566
1.12135,0.678156
2.09029,0.0910965
0.675443,0.882044
0.822839,0.884332
0.847184,0.875614
0.507889,0.732996
1.01637,0.768471
1.70353,0.231636
0.769705,0.895256
0.676565,0.882477
0.760414,0.89591
0.938387,0.826208
0.65863,0.874693
1.72728,0.219575
1.10218,0.695287
2.77691,0.0137019
0.621234,0.852434
1.74463,0.211091
1.23113,0.57851
0.63354,0.860675
0.853637,0.87295
1.41913,0.417707
0.803798,0.889589
1.75543,0.205944
1.02307,0.763044
0.960145,0.811253
1.47285,0.376674
0.639626,0.864416
1.02491,0.761543
0.678611,0.88325
0.659628,0.875175
1.9769,0.121289
0.417993,0.58542
0.535024,0.768735
1.09023,0.705866
1.16963,0.634422
1.1126,0.685994
1.05286,0.738236
2.18354,0.071511
1.53211,0.33451
1.22809,0.581253
1.15279,0.649736
1.9084,0.143505
0.972,0.802695
0.567066,0.805184
0.475156,0.684174
2.2528,0.0595313
0.502665,0.725615
1.3512,0.473123
1.63857,0.267298
0.487101,0.702691
1.17692,0.627787
0.732708,0.895442
0.933296,0.829556
0.416449,0.582544
1.67478,0.246926
1.0658,0.727163
1.88621,0.151419
0.248539,0.24239
0.799838,0.8905
1.42839,0.41045
2.3755,0.0427255
0.389944,0.531733
1.67268,0.248076
0.571399,0.809628
1.30317,0.514343
1.16478,0.638834
0.606213,0.841133
1.17625,0.628393
0.837028,0.879513
0.746528,0.896138
1.42842,0.410425
0.488794,0.705252
0.651499,0.871084
0.788277,0.892787
1.03424,0.753864
2.81064,0.0124143
1.02543,0.761116
0.443532,0.631494
1.58764,0.298081
1.9353,0.134392
0.493369,0.71209
1.31065,0.507826
1.51934,0.343311
0.524855,0.755858
1.02717,0.759696
1.02983,0.757506
1.46197,0.384772
0.977962,0.79829
0.482594,0.695797
0.777628,0.894388
1.27924,0.535397
1.64037,0.266255
2.63149,0.0208605
0.997347,0.783535
0.776561,0.894522
1.69357,0.236848
2.44586,0.0351958
0.716415,0.893393
0.571492,0.809722
0.813436,0.887106
1.2683,0.545118
1.20281,0.604208
1.04382,0.745876
1.10834,0.689802
0.758959,0.895977
2.24488,0.0608004
1.06423,0.728517
0.579801,0.817915
1.32596,0.494593
0.829719,0.882089
1.18937,0.616442
1.60781,0.285586
1.16008,0.643113
0.916131,0.840386
1.42423,0.4137
1.20899,0.598584
0.748639,0.896163
0.713669,0.892913
0.79012,0.89246
0.922744,0.836299
1.22884,0.580576
0.777365,0.894422
0.954367,0.815323
1.04199,0.747406
1.23315,0.57668
0.797337,0.891042
0.812515,0.88736
0.682968,0.884816
0.366988,0.485871
0.921462,0.8371
0.846407,0.875925
0.53392,0.767367
1.70771,0.229476
0.815432,0.886547
1.28866,0.527072
0.957283,0.813278
0.97471,0.800701
2.18333,0.07155
1.45485,0.390132
0.541526,0.776639
0.356759,0.465008
0.6336,0.860713
1.53236,0.334343
0.710594,0.892329
0.767034,0.895484
0.981168,0.795894
0.92962,0.831936
0.997031,0.78378
0.594978,0.831781
0.974343,0.800972
1.86885,0.157866
1.39768,0.434804
1.79466,0.188099
0.769217,0.8953
0.895615,0.852335
0.412307,0.574778
0.816411,0.886266
0.733666,0.89552
1.90939,0.143162
1.02956,0.757728
0.951833,0.817086
1.39501,0.436961
0.709621,0.892134
2.21443,0.0659205
0.452541,0.64702
0.864619,0.868093
0.822485,0.884443
1.29328,0.523007
0.385879,0.523723
1.55858,0.316772
1.35882,0.466724
0.709087,0.892025
0.612609,0.846113
0.945521,0.821418
1.31992,0.499799
0.327996,0.405421
1.90622,0.144267
2.38168,0.0420084
1.03729,0.751333
1.09333,0.703127
2.18706,0.0708538
0.569009,0.807191
0.864225,0.868274
0.781706,0.893834
0.582277,0.820274
0.325646,0.400518
0.798544,0.890784
1.11302,0.685618
0.753474,0.896138
0.374564,0.501167
0.470754,0.677153
1.30471,0.512996
0.332748,0.415329
0.54982,0.786348
1.44169,0.400162
2.33039,0.0483139
0.861767,0.869392
1.64636,0.262809
1.17325,0.63113
0.909322,0.844477
1.08529,0.710204
1.67429,0.247193
1.04908,0.741436
0.555212,0.792434
1.23395,0.575953
1.59777,0.29176
2.7057,0.0168518
0.448292,0.639748
0.455415,0.65189
0.684018,0.885177
0.931535,0.8307
0.780028,0.894071
0.577881,0.81606
1.48943,0.364538
0.625777,0.855582
0.553219,0.790206
1.07706,0.717404
1.50201,0.355506
0.700577,0.890081
1.8051,0.183575
1.42357,0.414217
0.431949,0.610962
0.298795,0.344468
0.545532,0.781382
0.593729,0.830693
0.593874,0.83082
0.369434,0.490824
0.775755,0.894619
0.391342,0.534475
0.363762,0.479315
1.16969,0.634372
1.21422,0.593831
0.224645,0.196939
1.18157,0.623545
0.677629,0.882882
1.36719,0.459751
1.86002,0.161234
1.79786,0.186704
0.56504,0.803066
0.48292,0.696299
2.17652,0.0728407
1.6308,0.271831
1.29963,0.517444
1.49232,0.362451
0.203127,0.158681
1.74633,0.21027
3.40593,0.00204218
0.800004,0.890463
0.663132,0.87682
1.61076,0.283793
1.38166,0.447821
0.789302,0.892607
0.734103,0.895555
1.33154,0.489809
0.481777,0.694535
0.476776,0.686732
0.297031,0.340798
0.537136,0.771331
0.863306,0.868694
0.175594,0.11444
0.564888,0.802906
0.773054,0.894923
0.714811,0.893117
0.437303,0.62053
0.247863,0.241069
1.04134,0.747953
1.46722,0.380845
1.09233,0.704008
0.832218,0.88123
0.0747846,0.0132316
1.0946,0.702002
0.423587,0.595759
0.343077,0.436795
1.14912,0.65307
0.818589,0.885629
0.919048,0.838597
0.975797,0.799897
1.44433,0.398137
1.28256,0.532457
0.751965,0.896158
0.846083,0.876054
0.44965,0.642082
0.591706,0.828911
0.420412,0.589907
1.06853,0.724811
0.533162,0.766424
0.24412,0.233785
0.396634,0.544797
0.877923,0.861687
1.05029,0.740419
0.920147,0.837918
1.1912,0.614771
0.847424,0.875517
1.0678,0.725436
0.712424,0.892683
0.690263,0.887203
0.354949,0.461294
0.392117,0.535992
0.919293,0.838446
0.897038,0.851543
0.477601,0.688029
0.901141,0.849229
1.1024,0.695087
1.29251,0.523685
0.803527,0.889653
1.39482,0.437111
2.17716,0.0727192
1.36253,0.463626
0.772908,0.894939
1.24672,0.564446
0.510705,0.736909
1.04518,0.744727
2.69492,0.0173848
1.52239,0.341197
1.11643,0.682572
0.94444,0.822151
0.498673,0.719867
1.18811,0.617587
1.90953,0.143111
1.3229,0.497226
0.436486,0.619078
0.967314,0.806111
1.08408,0.711271
0.766839,0.8955
0.384711,0.521412
0.879477,0.860903
0.394697,0.54103
1.32177,0.498202
0.841383,0.877885
0.59088,0.828176
1.16619,0.637551
0.998518,0.782624
1.26676,0.546489
1.57056,0.308965
0.51226,0.739049
0.976273,0.799545
0.678985,0.883388
1.24021,0.570306
1.12658,0.673453
2.49702,0.0305203
0.667222,0.878651
1.38091,0.448432
1.36761,0.459405
1.25138,0.560259
1.46729,0.380796
0.724875,0.894625
2.22379,0.064306
0.312973,0.374041
0.672474,0.880863
0.48711,0.702706
1.14023,0.661124
0.568311,0.806473
0.814531,0.886801
1.48795,0.36561
1.13155,0.668973
0.600807,0.836729
1.24692,0.564265
0.595094,0.831881
0.859322,0.870485
1.52242,0.341176
0.951619,0.817234
1.15534,0.647419
1.15584,0.646965
1.13785,0.663277
0.599047,0.835257
1.01601,0.768766
1.42852,0.410354
1.80701,0.182758
0.876796,0.862251
1.99979,0.114565
0.796932,0.891127
2.06494,0.0971956
1.36037,0.465429
0.529377,0.761661
1.41777,0.418785
0.460297,0.660063
0.857813,0.87115
1.13197,0.668587
1.49719,0.358947
1.83073,0.172847
1.00382,0.778473
1.38167,0.447814
0.916806,0.839974
0.763738,0.895722
1.71214,0.227204
0.44411,0.632502
1.40498,0.428942
0.312652,0.37337
0.55699,0.794402
0.647057,0.868687
0.714222,0.893013
0.564448,0.802443
0.296814,0.340349
0.892842,0.853861
0.337346,0.4249
0.303383,0.354024
1.06227,0.730201
1.02049,0.765142
0.769574,0.895268
0.932077,0.830349
1.12243,0.677181
1.81424,0.179686
0.838913,0.878817
0.586754,0.824444
0.78661,0.89307
2.58554,0.0237792
0.677446,0.882813
1.01081,0.772927
0.60277,0.838349
0.706231,0.891415
0.786497,0.893089
0.667463,0.878756
0.465983,0.669427
1.86463,0.159466
0.325019,0.399207
0.875928,0.862683
0.719735,0.89392
1.30288,0.514599
0.703852,0.890875
1.84302,0.167891
0.64053,0.864953
0.79938,0.890601
1.45379,0.390934
2.79946,0.0128279
0.201192,0.155387
1.49166,0.362924
1.00815,0.775051
1.11489,0.683948
1.00219,0.779754
0.598758,0.835014
1.23491,0.575094
0.55468,0.791841
0.616301,0.848873
0.999861,0.781576
1.00971,0.773806
0.951232,0.817502
0.87426,0.863506
0.72474,0.894609
0.697038,0.889158
0.51192,0.738582
0.806015,0.889051
0.579641,0.817761
0.725279,0.894675
1.31435,0.504616
1.96814,0.123951
0.494972,0.714456
0.269609,0.284402
1.89792,0.147196
0.61218,0.845786
0.476676,0.686574
0.262234,0.269531
1.82504,0.175179
0.419674,0.588541
0.486037,0.701074
0.823885,0.884003
1.88834,0.150641
0.895338,0.852488
1.41155,0.423706
1.87018,0.157362
0.984767,0.793183
1.27974,0.534956
0.271786,0.288822
0.856266,0.871823
1.21845,0.589996
0.770083,0.895221
0.773016,0.894927
1.10229,0.695188
0.407815,0.56628
0.982475,0.794912
0.579268,0.817402
1.5482,0.323647
0.924886,0.834953
1.15598,0.646842
0.754989,0.896108
0.747007,0.896146
2.56078,0.0255079
1.2601,0.55244
1.05255,0.738501
0.597205,0.833696
0.725066,0.894649
1.77998,0.194621
1.65069,0.260341
0.176587,0.115931
0.685237,0.88559
0.435369,0.617089
0.860854,0.869802
0.458376,0.656861
0.880163,0.860554
0.916873,0.839933
2.43562,0.0362087
1.33637,0.485691
2.27951,0.0554236
0.832104,0.88127
0.267765,0.280669
1.36154,0.464458
0.701388,0.890283
0.909388,0.844438
0.810645,0.887864
0.482544,0.69572
1.33602,0.485988
0.731502,0.895336
0.283081,0.311931
1.46334,0.383746
0.692462,0.887865
0.197828,0.149724
2.33992,0.0470802
1.03331,0.754633
1.11539,0.683498
0.862075,0.869253
0.520903,0.750685
0.996227,0.784404
0.465539,0.668702
1.17717,0.627557
1.06222,0.730245
1.13502,0.665836
0.45364,0.648888
1.46566,0.382009
0.193968,0.143324
1.00282,0.779254
0.723653,0.89447
0.907487,0.845558
0.634913,0.861538
0.357624,0.46678
0.341117,0.43273
0.614594,0.847607
0.418966,0.587228
0.8708,0.865186
1.08125,0.713742
0.455457,0.65196
0.665429,0.87786
0.605696,0.84072
0.495367,0.715039
0.887529,0.856723
0.874177,0.863547
0.468516,0.673545
1.14032,0.661045
0.633297,0.860521
1.4094,0.425413
1.85053,0.164922
1.34986,0.47425
1.73272,0.216884
1.48894,0.364897
1.10211,0.695345
0.670491,0.880046
0.664107,0.877265
0.470861,0.677325
0.447653,0.638647
1.21609,0.592139
1.32026,0.499509
0.933554,0.829388
0.426214,0.600568
4.16332,0.000180292
0.886758,0.857132
1.16131,0.641991
0.537175,0.771378
0.825439,0.883505
0.903477,0.84789
0.975184,0.800351
1.18072,0.624324
0.703759,0.890853
0.376077,0.504204
1.31621,0.503009
0.727186,0.894898
1.41936,0.417529
0.787743,0.892879
1.06841,0.724913
1.93603,0.134151
0.472028,0.679197
0.546837,0.782906
0.534788,0.768444
0.596621,0.833197
1.17208,0.632195
0.45143,0.645127
0.327736,0.404878
0.910591,0.843724
0.945598,0.821365
0.659273,0.875004
1.32881,0.492147
0.944804,0.821904
1.89402,0.14859
0.49442,0.713643
1.48492,0.367817
0.608334,0.842812
0.775766,0.894617
1.01448,0.769992
1.48501,0.367745
1.56742,0.311
1.51653,0.345272
0.563759,0.801715
0.757503,0.896034
0.48532,0.699981
0.581665,0.819694
2.26297,0.057936
0.91697,0.839874
0.418742,0.586812
1.32145,0.498478
0.476913,0.686948
1.0493,0.741252
0.948678,0.819262
0.6792,0.883467
1.53371,0.333417
0.294289,0.335102
0.613535,0.846813
0.906203,0.84631
1.1972,0.609307
0.850685,0.874186
1.35043,0.473771
1.07642,0.717958
0.960468,0.811024
0.90508,0.846963
0.691727,0.887646
1.05473,0.736646
1.18819,0.617514
0.96592,0.807119
1.1037,0.693932
1.17869,0.626167
0.879272,0.861007
1.29693,0.519803
