Area/Promedio,dp(a)
2.07895,0.0937798
0.997679,0.783277
1.60076,0.289908
0.569655,0.807853
0.855786,0.87203
0.338423,0.427138
0.593316,0.830331
0.784581,0.893399
0.90546,0.846742
1.34521,0.478174
0.955469,0.814552
0.90533,0.846818
0.289803,0.325806
0.400211,0.551718
0.923134,0.836055
0.326258,0.401794
0.992844,0.787019
1.28524,0.530094
1.38637,0.443974
0.619516,0.85121
0.936951,0.827159
0.649123,0.869817
0.481201,0.693643
0.506547,0.731114
1.06175,0.730646
0.342648,0.435906
0.770555,0.895176
1.94537,0.131112
1.4707,0.378262
1.15384,0.648785
0.592021,0.82919
1.06331,0.729305
1.64201,0.265311
1.20761,0.599838
1.17385,0.630576
2.09401,0.0902307
0.794611,0.891604
1.08196,0.713128
1.84153,0.168486
0.640689,0.865047
0.261119,0.267297
1.20416,0.602977
0.489545,0.706383
0.319011,0.386658
1.05941,0.73265
1.10439,0.693324
2.20613,0.0673821
1.07637,0.718005
2.23223,0.0628814
1.81418,0.179711
2.26248,0.0580107
1.35326,0.471387
0.259869,0.264796
0.492306,0.710511
0.355163,0.461732
1.3352,0.486687
1.096,0.700762
0.436926,0.619861
0.219946,0.188344
1.14544,0.656408
2.08945,0.0912936
0.342145,0.434863
2.51945,0.0286602
1.31961,0.500067
0.500182,0.72205
1.16307,0.640395
1.6261,0.274603
2.0823,0.0929816
0.963658,0.808746
1.03732,0.751309
1.54201,0.327799
3.11957,0.00493313
1.89531,0.148129
1.17132,0.632887
0.59291,0.829975
0.740041,0.895928
1.10318,0.6944
1.67127,0.248846
0.968348,0.80536
0.605853,0.840845
1.71081,0.227882
1.46208,0.384691
1.26618,0.547012
0.792594,0.891999
0.921265,0.837223
0.684691,0.885406
1.15208,0.650382
2.16617,0.0748425
2.07601,0.0944891
0.968061,0.805569
2.62566,0.0212115
0.623034,0.853696
0.614554,0.847577
1.43711,0.403684
0.864487,0.868153
0.63223,0.859841
1.80464,0.183774
1.01876,0.766543
0.819638,0.885315
1.20583,0.60146
2.25234,0.0596044
1.64527,0.263433
0.506249,0.730696
0.864356,0.868213
1.16282,0.640619
1.16221,0.641174
1.46072,0.38571
0.817286,0.886012
1.12555,0.674374
0.196889,0.148156
1.08697,0.70873
1.46362,0.383533
0.207308,0.165885
1.30762,0.510462
0.553967,0.791045
2.23765,0.0619822
1.03619,0.752245
1.18394,0.621391
0.975542,0.800086
1.64492,0.263635
0.967095,0.806269
1.02824,0.758812
1.65916,0.255563
0.365444,0.482737
1.88946,0.150237
1.31893,0.500652
1.5313,0.335066
3.11097,0.00506365
0.391356,0.534503
1.14055,0.660836
0.66967,0.879702
0.304109,0.355537
1.44828,0.395118
1.59583,0.292957
1.06221,0.730249
0.854583,0.872547
0.227905,0.202973
0.637343,0.863039
1.19864,0.607997
0.443493,0.631427
0.676971,0.882632
0.355916,0.463279
1.31884,0.500729
0.671576,0.880496
0.401519,0.554239
0.433773,0.614237
2.19109,0.070107
1.60401,0.287911
1.42787,0.41086
0.535882,0.769793
0.38284,0.517701
0.505543,0.7297
0.368216,0.488361
1.608,0.285471
0.842457,0.877474
0.968956,0.804918
1.89872,0.146912
0.718161,0.893677
1.36341,0.462898
1.01474,0.769787
1.41588,0.420275
1.4599,0.386324
1.0526,0.738454
1.76924,0.199511
1.25841,0.553957
0.771669,0.895067
1.03068,0.756805
2.2588,0.0585855
3.22459,0.00357951
3.18629,0.00402526
0.86306,0.868806
1.6275,0.273774
2.79068,0.0131617
0.631529,0.85939
1.71234,0.227102
0.672378,0.880824
0.963547,0.808826
0.652909,0.871822
0.633571,0.860695
0.928422,0.832704
1.28041,0.534365
1.11022,0.688121
1.3134,0.505441
1.39965,0.433214
0.851921,0.873672
2.03198,0.105665
1.04809,0.74228
1.22744,0.581842
2.01003,0.111664
0.771314,0.895102
0.892011,0.854314
0.828678,0.88244
0.712685,0.892732
2.0177,0.109535
1.21186,0.595974
1.19277,0.613345
0.460546,0.660477
0.932962,0.829773
0.506848,0.731538
2.30296,0.0520347
1.00405,0.778289
0.394563,0.540768
0.797514,0.891005
0.652169,0.871436
1.20685,0.600535
0.326302,0.401887
0.558379,0.795925
1.30857,0.509633
2.11524,0.0854328
0.800126,0.890436
1.45492,0.390074
0.516164,0.74436
1.55677,0.317965
1.23496,0.575048
1.04932,0.741238
0.86704,0.866969
1.48087,0.370768
1.30367,0.513911
1.48212,0.369853
1.35034,0.47385
0.785563,0.893242
0.966254,0.806877
1.51933,0.343319
1.14708,0.654915
0.473336,0.681285
0.756334,0.896072
2.1853,0.071182
0.634824,0.861482
0.388307,0.528513
0.840043,0.878394
1.08311,0.712119
2.37836,0.0423917
1.22487,0.584173
0.671265,0.880368
0.810759,0.887833
1.31936,0.500284
2.61524,0.0218517
0.807949,0.888565
0.5882,0.825764
1.08639,0.709239
0.629608,0.85814
1.10012,0.697117
1.15437,0.6483
1.37519,0.453135
0.317267,0.383014
0.742984,0.896049
0.914503,0.841375
2.20215,0.0680931
1.2713,0.542445
1.6621,0.253918
1.52721,0.337873
0.352897,0.457076
0.640091,0.864693
0.536294,0.770299
2.05807,0.0989078
0.686133,0.885887
1.43743,0.403438
1.25386,0.558027
1.19213,0.613929
0.570055,0.808262
0.425137,0.598601
0.999719,0.781687
0.601646,0.837424
0.387037,0.526009
0.887507,0.856735
1.86573,0.159049
0.345551,0.441917
0.601612,0.837396
1.01816,0.767026
0.66017,0.875434
0.408785,0.568122
1.72182,0.2223
2.055,0.099683
0.392476,0.536694
2.44882,0.034908
0.586592,0.824294
0.390611,0.533042
0.981897,0.795347
1.27645,0.537877
0.719269,0.89385
0.622501,0.853324
0.89608,0.852076
1.69101,0.238201
0.890279,0.855252
0.466029,0.669502
0.460353,0.660156
1.64482,0.26369
1.94767,0.130374
0.819615,0.885322
1.15562,0.647164
1.02844,0.758655
1.24472,0.566247
0.116046,0.0419163
0.76009,0.895926
1.83431,0.171388
0.704201,0.890956
0.605446,0.840519
0.761679,0.895845
0.420482,0.590037
1.02033,0.765276
1.63575,0.268937
0.437851,0.621502
1.00057,0.78102
1.29002,0.525873
1.07131,0.7224
0.764039,0.895702
1.34438,0.478879
1.0555,0.735994
2.32644,0.0488337
1.32227,0.497772
0.685516,0.885683
1.39661,0.435669
1.07176,0.722007
0.587186,0.824839
1.21873,0.589737
1.03761,0.751067
0.961743,0.810116
2.11457,0.0855797
0.773356,0.894891
0.864132,0.868316
2.15966,0.0761254
1.80209,0.184872
0.894776,0.852799
0.878308,0.861493
1.57894,0.303589
0.858413,0.870886
0.865696,0.867595
1.51698,0.344959
2.63942,0.0203923
0.563386,0.801318
0.833954,0.88062
1.84333,0.167766
0.846272,0.875979
0.688865,0.886768
0.595992,0.832657
1.5116,0.348725
0.973016,0.801949
0.459815,0.659262
0.293094,0.332624
0.76857,0.895357
0.692617,0.88791
0.641147,0.865317
0.440782,0.626677
0.31143,0.370817
0.518141,0.747015
0.838296,0.879046
1.14436,0.657387
0.911348,0.843272
0.631259,0.859216
0.315428,0.379171
1.30168,0.515644
1.12416,0.675629
0.609826,0.843976
1.54877,0.323264
0.986607,0.791789
1.50647,0.352341
0.984918,0.793069
1.52109,0.3421
2.12316,0.0837015
0.550068,0.786633
0.70247,0.890547
1.26123,0.55143
0.722974,0.89438
1.07153,0.722213
1.7357,0.215424
0.353005,0.457298
1.82148,0.176654
0.566155,0.804235
1.26396,0.54899
1.40922,0.42556
1.48443,0.368172
1.2956,0.52097
1.22979,0.57972
1.58131,0.302081
0.935099,0.828377
0.444833,0.633762
2.04666,0.101815
0.887686,0.85664
1.61273,0.282602
0.921623,0.837
1.91302,0.141904
0.946021,0.821078
0.964361,0.808241
0.936915,0.827182
0.231333,0.209381
1.63048,0.27202
1.34399,0.479214
1.02586,0.760765
0.522113,0.752279
1.54969,0.322651
1.05582,0.735717
1.17898,0.625904
1.03288,0.754989
0.330945,0.411571
1.34986,0.474251
0.549305,0.785758
0.909815,0.844185
0.314695,0.37764
0.687501,0.886333
1.20231,0.604664
0.742485,0.896031
0.64693,0.868617
0.87464,0.863319
1.31005,0.508351
0.70908,0.892023
0.37945,0.510953
1.31513,0.503941
1.01487,0.769682
0.715541,0.893244
0.818457,0.885668
0.781997,0.893791
0.689907,0.887093
0.846484,0.875894
1.50729,0.351763
0.728483,0.89504
0.908278,0.845093
1.05152,0.739374
0.631299,0.859242
0.912172,0.842779
0.947608,0.819995
1.64181,0.265427
0.915071,0.841031
0.470744,0.677137
1.35647,0.468692
1.10708,0.690929
1.34232,0.480628
1.53094,0.335308
1.50567,0.352909
0.857278,0.871383
1.67849,0.244912
0.491647,0.70953
0.87022,0.865464
0.507941,0.733068
0.212851,0.175612
1.19473,0.611557
0.920455,0.837726
0.857094,0.871464
1.38254,0.447102
1.47296,0.376587
0.538399,0.77287
0.540637,0.775574
0.909959,0.844099
1.02875,0.758398
0.400941,0.553126
1.14274,0.658851
1.16865,0.635317
0.539951,0.774749
1.47018,0.378649
0.818421,0.885679
0.838238,0.879067
0.94174,0.823971
0.380433,0.512913
0.598902,0.835135
0.385223,0.522426
0.918032,0.839223
0.434634,0.615777
1.4002,0.432778
0.759484,0.895954
0.998579,0.782576
0.233944,0.214301
0.790793,0.892337
1.62802,0.273466
1.08489,0.710554
0.274281,0.293902
1.43555,0.404892
1.97208,0.122748
0.770206,0.895209
0.378491,0.509038
0.954209,0.815434
1.33582,0.486157
0.679555,0.883598
0.315071,0.378425
0.572095,0.81033
0.623487,0.85401
1.07277,0.721134
1.29561,0.520963
0.965753,0.807239
0.621904,0.852906
0.800722,0.890302
1.86394,0.159732
0.308515,0.36473
0.651121,0.870885
1.16342,0.640076
0.227823,0.202821
0.774819,0.894728
0.699924,0.889916
0.290343,0.326923
2.64173,0.0202581
0.612457,0.845997
0.960373,0.811092
1.46123,0.385323
1.57776,0.304344
1.70789,0.229383
1.55172,0.321302
0.907733,0.845414
1.44724,0.39591
1.18014,0.624848
0.713016,0.892793
2.39221,0.040812
0.408217,0.567043
1.51015,0.349745
1.52054,0.34248
0.537998,0.772382
1.09164,0.704618
0.346956,0.444823
0.832245,0.881221
1.2832,0.531893
0.663836,0.877142
0.58205,0.820059
1.78374,0.192932
0.664506,0.877446
1.63234,0.270929
0.574814,0.813049
1.27119,0.542547
1.11302,0.685624
0.790722,0.89235
1.06212,0.730328
1.15372,0.648894
0.588554,0.826085
1.13456,0.66625
0.608044,0.842584
0.831562,0.881458
1.10488,0.692887
0.674862,0.881817
0.450094,0.642843
0.66142,0.876025
0.189546,0.136132
0.498062,0.71898
0.467955,0.672635
1.30645,0.511481
